Unnamed: 0,Владение1,Владение2,Удары по воротам1,Удары по воротам2,Удары в створ1,Удары в створ2,Удары мимо1,Удары мимо2,Фолы1,Фолы2,Угловые удары1,Угловые удары2,Штрафные удары1,Штрафные удары2,Вне игры1,Вне игры2,Команда1,Команда2,Голы1,Голы2,Результат
982,60,40,14,11,9,4,5,7,8,6,6,7,6,8,3,0,Манчестер Юнайтед , Норвич,3,2,1
983,25,75,4,18,3,6,1,12,6,6,6,8,6,6,2,0,Саутгемптон , Арсенал,1,0,1
984,32,68,15,4,7,2,8,2,10,10,3,5,9,10,1,0,Ньюкасл , Лестер,2,1,1
985,61,39,16,7,8,1,8,6,9,11,13,4,10,9,1,1,Вест Хэм , Бернли,1,1,0
986,54,46,12,11,7,5,5,6,9,12,1,7,12,8,2,2,Арсенал , Манчестер Юнайтед,3,1,1
987,64,36,5,7,2,3,3,4,15,16,7,6,16,14,0,1,Лестер , Астон Вилла,0,0,0
988,46,54,5,13,2,7,3,6,11,10,2,3,10,11,1,0,Норвич , Ньюкасл,0,3,2
989,74,26,15,4,8,2,7,2,9,7,11,4,7,9,0,2,Манчестер Сити , Уотфорд,5,1,1
990,44,56,8,4,2,0,6,4,8,7,12,8,6,8,1,1,Брентфорд , Тоттенхэм,0,0,0
991,36,64,10,5,5,4,5,1,8,7,3,6,7,6,5,2,Бернли , Вулверхэмптон,1,0,1
992,66,34,14,4,5,2,9,2,11,9,3,1,8,10,2,2,Челси , Вест Хэм,1,0,1
993,49,51,5,11,5,5,0,6,12,7,6,6,6,12,2,3,Брайтон , Саутгемптон,2,2,0
994,82,18,15,5,4,1,11,4,8,8,13,1,7,7,1,0,Ливерпуль , Эвертон,2,0,1
995,52,48,13,6,7,2,6,4,12,13,6,3,13,12,1,1,Кристал Пэлас , Лидс,0,0,0
996,34,66,3,20,2,10,1,10,11,11,0,6,9,11,9,1,Ньюкасл , Ливерпуль,0,1,2
997,47,53,10,11,1,6,9,5,13,9,5,6,9,13,1,0,Уотфорд , Бернли,1,2,2
998,50,50,6,13,1,9,5,4,6,4,7,3,4,5,1,1,Вулверхэмптон , Брайтон,0,3,2
999,46,54,14,9,6,3,8,6,16,8,2,3,8,16,3,0,Астон Вилла , Норвич,2,0,1
1000,39,61,6,8,3,5,3,3,13,11,6,7,9,13,0,4,Саутгемптон , Кристал Пэлас,1,2,2
1001,41,59,3,12,2,6,1,6,13,3,3,6,3,13,3,1,Лидс , Манчестер Сити,0,4,2
1002,36,64,4,15,3,6,1,9,9,12,2,9,10,9,2,3,Манчестер Юнайтед , Челси,1,1,0
1003,71,29,16,7,9,5,7,2,11,20,13,6,20,10,1,0,Астон Вилла , Бернли,1,1,0
1004,64,36,13,9,8,5,5,4,10,5,10,2,5,10,1,0,Лестер , Норвич,3,0,1
1005,57,43,11,7,6,5,5,2,8,15,2,2,15,8,1,0,Тоттенхэм , Арсенал,3,0,1
1006,67,33,12,2,7,1,5,1,13,7,6,0,7,13,1,1,Челси , Лестер,1,1,0
1007,49,51,5,9,0,5,5,4,5,12,1,13,12,5,1,1,Уотфорд , Эвертон,0,0,0
1008,40,60,9,14,4,6,5,8,10,12,2,3,12,9,3,2,Астон Вилла , Ливерпуль,1,2,2
1009,33,67,4,14,0,4,4,10,10,14,1,5,13,9,0,3,Лидс , Челси,0,3,2
1010,34,66,6,14,3,5,3,9,2,11,6,2,9,2,2,3,Вулверхэмптон , Манчестер Сити,1,5,2
1011,44,56,10,7,6,5,4,2,9,12,4,5,11,9,0,3,Эвертон , Кристал Пэлас,3,2,1
1012,40,60,11,5,7,2,4,3,13,8,7,3,8,13,2,0,Тоттенхэм , Лестер,3,1,1
1013,22,78,8,12,4,5,4,7,9,12,3,8,11,9,0,2,Эвертон , Челси,1,0,1
1014,56,44,4,11,3,7,1,4,7,9,3,7,7,6,1,0,Вест Хэм , Арсенал,1,2,2
1015,64,36,8,9,5,4,3,5,4,6,3,8,6,4,3,2,Манчестер Юнайтед , Брентфорд,3,0,1
1016,41,59,13,14,5,4,8,10,12,9,4,7,9,12,0,2,Брентфорд , Саутгемптон,3,0,1
1017,59,41,14,13,6,4,8,9,7,11,9,3,11,7,2,1,Челси , Вулверхэмптон,2,2,0
1018,49,51,13,9,6,7,7,2,13,11,4,5,11,13,1,2,Бернли , Астон Вилла,1,3,2
1019,67,33,11,3,7,1,4,2,11,18,8,5,16,11,2,0,Кристал Пэлас , Уотфорд,1,0,1
1020,42,58,13,12,6,5,7,7,13,9,7,6,9,12,3,3,Брайтон , Манчестер Юнайтед,4,0,1
1021,64,36,9,5,3,3,6,2,12,8,11,5,7,12,0,0,Ливерпуль , Тоттенхэм,1,1,0
1022,37,63,4,8,2,5,2,3,7,7,9,5,6,5,2,3,Норвич , Вест Хэм,0,4,2
1023,63,37,17,2,9,2,8,0,13,15,8,2,14,12,1,0,Арсенал , Лидс,2,1,1
1024,66,34,15,7,9,4,6,3,11,6,6,1,6,11,2,0,Лестер , Эвертон,1,2,2
1025,71,29,17,6,9,3,8,3,6,11,8,2,11,6,1,4,Манчестер Сити , Ньюкасл,5,0,1
1026,68,32,15,7,8,1,7,6,12,8,8,2,7,12,1,2,Тоттенхэм , Бернли,1,0,1
1027,49,51,9,10,4,4,5,6,11,15,1,5,15,9,1,0,Астон Вилла , Кристал Пэлас,1,1,0
1028,41,59,13,13,5,7,8,6,4,6,7,3,6,4,3,2,Уотфорд , Лестер,1,5,2
1029,64,36,11,10,4,2,7,8,5,10,5,3,10,5,0,0,Вулверхэмптон , Норвич,1,1,0
1030,22,78,5,18,2,8,3,10,9,5,4,9,5,9,1,0,Вест Хэм , Манчестер Сити,2,2,0
1031,50,50,15,13,5,6,10,7,16,8,8,1,7,16,1,1,Лидс , Брайтон,1,1,0
1032,28,72,10,17,5,7,5,10,8,8,5,2,7,8,2,1,Эвертон , Брентфорд,2,3,2
1033,50,50,11,6,4,2,7,4,11,8,12,8,8,11,6,1,Ньюкасл , Арсенал,2,0,1
1034,30,70,2,15,2,5,0,10,6,6,1,9,5,6,0,2,Саутгемптон , Ливерпуль,1,2,2
1035,41,59,5,17,0,13,5,4,13,7,3,2,6,13,0,4,Норвич , Тоттенхэм,0,5,2
1036,62,38,15,7,8,5,7,2,6,3,5,3,2,5,3,1,Ливерпуль , Вулверхэмптон,3,1,1
1037,50,50,10,7,6,2,4,5,10,5,3,3,5,9,1,3,Лестер , Саутгемптон,4,1,1
1038,39,61,6,6,3,4,3,2,12,22,3,6,22,12,2,4,Кристал Пэлас , Манчестер Юнайтед,1,0,1
1039,51,49,9,8,5,6,4,2,8,9,8,2,9,7,5,0,Бернли , Ньюкасл,1,2,2
1040,71,29,15,3,5,2,10,1,5,11,13,1,11,5,1,2,Манчестер Сити , Астон Вилла,3,2,1
1041,50,50,11,4,7,2,4,2,9,9,5,6,9,8,0,0,Брайтон , Вест Хэм,3,1,1
1042,73,27,17,5,9,2,8,3,8,9,12,2,7,8,2,0,Арсенал , Эвертон,5,1,1
1043,49,51,12,12,5,6,7,6,11,13,3,2,13,9,0,2,Брентфорд , Лидс,1,2,2
1044,71,29,14,5,8,3,6,2,9,9,3,3,8,8,0,2,Челси , Уотфорд,2,1,1
